titulo;label;n_token
NOT SO FUNNY GUY, Liberal WILL FERRELL Makes Movie Mocking Ronald Reagan’s Alzheimer’s…Reagan’s Daughter Has A Few Choice Words For Him;1;33
Tim Allen: Hollywood Bullies Trump Supporters;1;10
Fate of Obama legacy initiatives in hands of courts, successor;0;13
DETROIT COP UNDER FIRE FOR FACEBOOK POST: “The only racists here are the piece of (expletive) Black Lives Matter terrorists and their supporters” [VIDEO];1;36
Hundreds of thousands in Israel mourn 104-year-old ultra-Orthodox rabbi;0;18
Donald Trump throws counter punch after Joe Biden comments;0;12
"Macron, cast as out of touch, says ""not aloof""";0;17
Five suspected al Qaeda militants killed in Yemen drone strikes;0;12
Hillary Clinton’s ‘Presidency’ has Already Begun as Lame Ducks Promote Her War on Syria;1;20
Hillary’s Secret Is Out With What Camera Caught Her Doing Before Rally;1;16
Save the Children suspends migrant rescues in Mediterranean;0;11
Lebanon's Middle East Airlines lifts electronics ban on London flights;0;14
U.S. Treasury, Democrats concerned over Puerto Rico plan ;0;14
A Constitutional Republic No More;1;7
A Tiny Home by Choice in New York City - The New York Times;0;16
David Oyelowo on How to Play a Real King - The New York Times;0;19
U.S. top court denies bid to block mercury air pollution rule;0;16
No Irish border deal before EU trade agreement: British minister;0;13
Clinton opens up double-digit lead over Trump nationwide: Reuters/Ipsos poll;0;18
Report: Obama Administration Spent $77 Million to Promote Obamacare in 2016 - Breitbart;0;21
Live at Truthdig: Robert Scheer and Thomas Frank Talk About His New Book at 4 P.M. PDT;1;28
U.S. Justice Department says anti-bias law does not protect gay workers;0;18
Hajj Prep: Search Soul, Buy Sturdy Shoes, Pay the Dentist - The New York Times;0;22
 Twitter Destroyed Trump For This Racist Comment During His Victory Speech (VIDEO);1;16
 WATCH: Fox News Host Dana Perino Is DONE Defending Republicans;1;14
Trump administration to review goal of world without nuclear weapons: aide;0;14
Kenya High Court rules minor candidate should be on ballot for poll re-run;0;17
Banzhaf: Trump’s Immigration Executive Order Is Constitutional;0;14
Trump to choose U.S. Supreme Court justice nominee on February 2;0;16
Peter Vaughan, Maester Aemon in ‘Game of Thrones,’ Dies at 93 - The New York Times;0;25
How Hillary Clinton lost young (white) women;0;11
INTERVIEW: Did the ‘Alt Right’ Die in Charlottesville?;1;15
 Twitter Just Apologized For Making Donald Trump President;1;10
White House Sources: Reports of Gorka Leaving White House Are ‘Incorrect’ - Breitbart;0;22
 Hypocrite Ivanka Gets SKEWERED For Approving Dad’s Move To Kill Obama Pay Equality Rules;1;25
"Why Nevada was a bad sign for Bernie Sanders's ""political revolution""";0;17
Trump paid $38 million in taxes in 2005: White House;0;14
Refugee Living In England Arrested For Threatening To “Cut Out His Wife’s Heart” Because She Was Becoming “Too English”;1;27
COMEDY GOLD! The Left Goes Bonkers After Trump’s Withdrawal from Paris Accord [Video];1;21
Clinton's Policies Look Like a Death Sentence for Americans;1;13
More company climate votes ahead, as Trump may loosen energy rules;0;14
John Oliver: America’s Increasingly Segregated Schools Are ‘Very Rarely Equal in Any Way’ (Video);1;23
TRUMP HANDLES MEXICO Meeting Like A REAL Leader: “We will get those problems solved” [Video];1;22
George Will Leaves the G.O.P. Over Donald Trump - The New York Times;0;20
More than a thousand turn Philippine funeral to protest against war on drugs;0;15
Incoming New Zealand government to review central bank objectives;0;11
Human Rights Watch says Saudi-led air strikes in Yemen are war crimes;0;16
Suspect in Stockholm truck attack to stand trial in February;0;12
Obama opens door to 'limited' ground combat operations against ISIS;0;14
Sen. Al Franken May Have NASTY SURPRISE Waiting For FBI Director Comey After The Election (VIDEO);1;23
Southern Cities Split With States on Social Issues - The New York Times;0;15
Thousands of Wild American Bison Appear From No Where At Standing Rock;1;14
PITTSBURGH POLICE OFFICERS Boycotting Race Baiting Diva Beyoncé’s Concert May Be FORCED To Work;1;20
Could the latest solar storm warnings bring an end to civilization as we know it?;1;18
 Sexist White Supremacist Gives Donald Trump THE WORST Advice On How To Win Women Voters (AUDIO);1;24
Militarized Police Brutalize and Arrest Peaceful Protesters at Dakota Access Pipeline #NoDAPL;1;20
Holocaust must be bigger part of migrant courses: German minister;0;13
Romance Turns Sour for Swansea Fans, and Bob Bradley Is Caught in the Middle - The New York Times;0;22
G.O.P. Senators Hope to Speed Trump Cabinet Confirmations - The New York Times;0;21
BREAKING NEWS: PRESIDENT TRUMP SPEAKS Out On #Charlottesville Tragedy, After Car Plows Through Protesters…1 DEAD…19 Injured…”We Are All Americans First”;1;35
Comment on Are We About To See One Of The Greatest Evolutions In Human History? by 10 Shocking Facts About Society That We Absurdly Accept As Normal – Digital Flow;1;35
Advocates hail U.S. court abortion decision, predict national impact;0;15
SHOCKING: ENTIRE FACEBOOK PAGE DEDICATED To Evidence Of Donald Trump Death Threats;1;15
Obama's Weighs Options for His Final Stab at Israel;1;13
Orlando Shooting Survivors Cope With the Trauma of Good Fortune - The New York Times;0;17
France tells eastern Libyan military commander to respect U.N. talks;0;15
US TV: LGBTQ Characters Doubled;1;9
Russia: Syria government forces now on east bank of Euphrates river;0;16
"Scottish independence case helped by ""Brexit chaos"": Sturgeon";0;16
Saudi cleric condemns inter-Muslim conflict ahead of pilgrimage;0;13
 Elizabeth Warren Just SHREDDED Trump For Being A ‘Sore Loser’ Before Election Is Even Over;1;19
Why Comey Reopened the Hillary Investigation (The real reasons);1;14
Biden, Ukraine's Poroshenko to meet Thursday: White House;0;17
Project Veritas Undercover Journalist in Full Burka Is Offered Huma Abedin’s Ballot;1;21
California Today: ‘Zoot Suit’ Memories - The New York Times;0;16
 Giuliani’s Excuse For Forgetting 9/11 Is Just As Bad As Forgetting It (VIDEO);1;23
Factbox: Trump on Twitter (Oct 5) - Ralph Northam, Stock Market, Rex Tillerson;0;23
PRESIDENT TRUMP’S NEW CHIEF OF STAFF Wants His Boss To Stop Tweeting…But Only About One Thing;1;24
BAD NEWS: Hillary’s Pimping Past Exposed, Dirty Whoring Details Leaked;1;19
Three African American Hillary Supporters Attempt To Murder Trump Supporter In Broad Daylight, Steal Car Afterwards – MagaFeed;1;23
Second court rejects Trump bid to stop transgender military recruits;0;12
Life: Finding Common Ground: This White Man And This Muslim Woman Both Have ‘Trump’ Painted On Their Garages;1;25
Eastern Congo rebels aim to march on Kinshasa: spokesman;0;14
Syria condemns Trump stance on Iran deal;0;10
Comment on Philippine Government To ‘Take Back The Internet’ From Maria Ressa And Rappler? by adobochron;1;27
THE VIEW Brings On Bill O’Reilly’s Sexual Harassment Accuser…Is This REALLY Sexual Harassment? [Video];1;26
2016 Pulitzer Prizes: A.P. Wins Public Service Award ‘Hamilton’ Is Honored - The New York Times;0;24
House GOP Faces Test On Budget Priorities;0;10
Israel's Netanyahu pledges to work with Trump on peace efforts;0;17
Twitter Users DESTROY Clinton Puppet James Comey #ComeyResign – TruthFeed;1;19
Zimbabwe accuses American citizen of trying to overthrow government: lawyer;0;14
When Fake News Was Funny - The New York Times;0;12
2006 AUDIO EMERGES OF HILLARY CLINTON PROPOSING RIGGING PALESTINE ELECTION;1;13
'Death to blasphemers' increasing as political rallying cry in Pakistan;0;19
 Trump Gets LEVELED For Literally Thanking Himself On Twitter For Something He Had Nothing To Do With;1;19
Amazon to Shelter Homeless in Seattle HQ - Breitbart;0;14
Niger deaths probe outcome expected in January: U.S. military;0;15
Newt Gingrich Hammers Obama: “Fire anyone who thought Putin would focus on ISIS”;1;21
Donald Trump in Brussels: ‘We Will Win This Fight’ Against Terrorism - Breitbart;0;21
Exclusive: New data shows race disparities in Canada's bail system;0;17
France to skip 2018 Winter Games if security not assured;0;12
Senators call for panel to investigate Russian hacking;0;10
Donald Trump: Obamacare ‘One of the Biggest Broken Promises in History of Politics’ - Breitbart;0;24
Trump asked Comey to end investigation of Michael Flynn: source;0;14
 The Washington Post NAILS Hannity For Lying About Trump Rescuing Marines;1;14
According to this college prof, canoes are symbol of cultural appropriation;1;16
 Scary Interview With Trump-Loving Women Shows That His Supporters Will Excuse ANYTHING He Does (VIDEO);1;21
Report: US Investigators Had Concern That Brady’s Missing Jersey Could Have Harmed US-Mexico Relations - Breitbart;0;26
A $150 Million Stairway to Nowhere on the Far West Side - The New York Times;0;19
Turkish court releases jailed journalist in opposition newspaper case;0;11
 Trump EXPLODES As Obama Drops The Most DEVASTATING Truth Bomb On Him And GOP;1;17
Trump's crisis spurs talk of White House departures;0;13
Myanmar's Rohingya suffered for years, need lasting solution: Turkey;0;17
Big drop in asylum seekers illegally crossing into Canada in September;0;13
IS TRUMP A RACIST? Famous Italian-American “Gets It” With This Epic Response [Video];1;22
The Real ‘Elite’ are the Authentic Men and Women;1;13
 As World Trade Center Fell, Donald Trump Boasted His Tower Was Now The Biggest In Manhattan;1;19
Control of Virginia state House at stake as recounts begin;0;12
PM May's deputy to keep job after pornography claims, ITV says;0;16
PRESIDENT TRUMP Just Responded Directly to #KathyGriffin on ‘Beheaded Trump’ Photo;1;19
Hamas asks Abbas to lift Gaza sanctions after disbanding shadow government;0;16
 WATCH: Senator Elizabeth Warren Laughs At Trump’s Pathetic Attempt To Insult Her;1;17
Men Have Book Clubs, Too - The New York Times;0;13
 Joy Behar Drops DEPRESSING Truthbomb About Why Trump Won (VIDEO);1;18
Is Trump Psychic? Listen To His Words One Year Ago, Look At What JUST HAPPENED!;1;20
ANTI-AMERICAN DEM REP: The Declaration Of Independence Is Racist And A Lie! [Video];1;21
Failed Kidnapping Kills Three in Mexican Border City;0;10
Is FBI investigation a ploy to divert attention from WikiLeaks dumps?;1;19
SUPREME COURT: VIOLENT THREATS ON FACEBOOK MAY BE OK;1;12
MSNBC’S CHRIS MATTHEWS DEFENDS VA SHOOTER: “He did understand inequality” [Video];1;22
With China in mind, Japan, India agree to deepen defense;0;15
YIKES! JUST WHEN Everyone Thought Things Couldn’t Get Much Worse For United Airlines…THIS Happened;1;22
 U.N. Report: Police Killings Of Black Men In U.S. Is ‘Human Rights Crisis’ Reminiscent Of Lynching;1;28
TAKE OUR POLL AND TELL US WHO YOU THINK WON TONIGHT’S DEBATE;1;16
NYT: Dissecting Bannon’s Worldview from ‘The Fourth Turning’;0;20
Trump, UK's May talk Middle East peace - White House;0;15
White House threatens to veto Senate defense bill;0;10
You Won’t BELIEVE The Hilarious Reason We Haven’t Seen Any Late Night Trump Twitter Rants;1;22
 Watch Donald Trump Vow To Radically Expand Torture Laws As President (VIDEO);1;16
“NUTTY” NANCY PELOSI Refers To President Trump As “President Bush” For The Second Time Since Inauguration [VIDEO];1;28
North Korea Ready for New Missile Launch Within Days;1;11
Catalan leader Puigdemont to speak in Catalan parliament on Tuesday;0;15
New York governor unveils South Bronx highway rebuilding plan;0;13
 RNC Shoots Out Weak, Loser-y Response To Seeing $1.3 Million Ad Buy Dumped By Buzzfeed;1;26
 Captain ‘Murica: Civil War – Theft, Fraud, Booze And Brawling Are Wrecking The Bundy Revolution;1;26
 WATCH: Anderson Cooper HUMILIATES Trump Supporter For Whining About Jay-Z At Hillary Rally;1;22
 Trump Gets His A** Handed To Him For Whining That Slain Soldier’s Dad ‘Viciously’ Attacked Him;1;27
 WATCH: Texas Lt. Gov. Goes Full Racist, Blames Black Lives Matter For Dallas Shooting;1;21
China tightens control of chat groups ahead of party congress;0;13
Anti-Brexit Meddler Gina Miller Poses Outside the Houses of Parliament;1;17
Trump Chooses Army General H.R. McMaster for National Security Adviser - Breitbart;0;21
Democrats say Trump agrees to work on immigration bill, wall in dispute;0;15
Trump for president? Ladbrokes odds improve after New Hampshire;0;14
 Harry Reid Calls For FBI Head To Be Investigated Following Russian Bombshells;1;16
Ex-House Speaker Hastert gets 15 months, admits sex abuse;0;15
 Ninety-Year-Old Senator Finds Love Again, This Time With A Man;1;17
The “Blacks For Trump” Guy Is An Ex-Cult Member Who Thinks Obama Is The Devil;1;21
Trump, aiming to offset money disadvantage, escalates Clinton attacks;0;15
Fact check: Trump and Clinton at the 'commander-in-chief' forum;0;18
U.N. chief warns Myanmar violence could destabilize region;0;16
ARMY THREATENS GREEN BERET WAR HERO WITH COURT MARTIAL For Whistleblowing On Failed Hostage Rescue;1;20
TWO HIGH SCHOOL JROTC Members Tell INCREDIBLE Story Of How They Led Students Into Classroom…Used Tevlar Mats To Block Bullets From Florida Shooter [VIDEO];1;34
Eric Bolling Just Exposed Hillary’s TERROR TIES, THIS IS BLOWING UP All Over The Social Media!;1;23
 Sander’s Campaign Manager Literally Stole An ‘Onion’ Story To Throw Clinton Under The Bus (VIDEO);1;24
 Trump BETRAYS House Republicans, HUMILIATES Them For Trying To Weaken Ethics Office (TWEETS);1;23
Amid nuclear standoff, frozen N.Korea debt untradeable due to sanctions;0;19
A liberal plan to defeat ISIS: Here’s how we avoid Ted Cruz’s religious police state;0;22
A Worry on the Right That Trump’s Conservative Acts Are Fleeting - The New York Times;0;20
THE ONE PARAGRAPH You Need To Read From The JFK Files That Could Change Everything;1;18
Russia and Turkey now sharing intelligence data;1;9
Alabama court allows release of evidence against governor;0;10
 Trump Ditches Facts, Goes After United Nations In UNPRECEDENTED Disrespectful Rant (VIDEO);1;24
President-Elect Donald Trump's First Televised Interview Since He Won the Election     : Information;1;19
VIDEO: US Elections: More Voter Fraud Emerges;1;11
Trump threatens to end insurance payments if no healthcare bill;0;12
Russian Twitter accounts promoted Brexit ahead of EU referendum: Times newspaper;0;16
China draws three-stage path for Myanmar, Bangladesh to resolve Rohingya crisis;0;18
Highlights From the Clinton Campaign Emails: How to Deal With Sanders and Biden - The New York Times;0;22
SHERIFF CLARKE BLASTS Liberal Crybaby Lawyer: “There Are Dead Cops Because Of Fake News Story [‘Hands Up Don’t Shoot’] Out Of Ferguson, Missouri” [VIDEO];1;40
Austria's Social Democrats urge Facebook to unmask people behind smear campaign;0;18
SARAH SANDERS Slams Cowgirl Congresswoman’s Criticism of Trump: ‘Appalling’ [Video];1;23
